Login wylogowano || 2022-05-23 00:37:13.306
Login zalogowano || 2022-05-23 00:37:35.273
Login wylogowano || 2022-05-23 00:37:38.813
Login zalogowano || 2022-05-23 00:37:45.856
Login wylogowano || 2022-05-23 00:37:54.039
Login zalogowano || 2022-05-23 00:38:47.71
Login wylogowano || 2022-05-23 00:38:57.946
Login zalogowano || 2022-05-23 00:39:17.291
Login wylogowano || 2022-05-23 00:39:19.071
Login zalogowano || 2022-05-23 00:39:25.931
Login wylogowano || 2022-05-23 00:39:27.774
Login zalogowano || 2022-05-23 00:39:35.934
Login wylogowano || 2022-05-23 00:39:39.871
Login zalogowano || 2022-05-23 00:40:43.029
Login zalogowano || 2022-05-23 00:41:14.086
Login zalogowano || 2022-05-23 00:43:54.266
Login wylogowano || 2022-05-23 00:44:00.165
Login zalogowano || 2022-05-23 00:45:07.623
Login wylogowano || 2022-05-23 00:45:09.733
Login zalogowano || 2022-05-23 00:48:54.507
Login wylogowano || 2022-05-23 00:49:07.802
Login zalogowano || 2022-05-23 00:49:28.528
Login wylogowano || 2022-05-23 00:49:34.031
Login zalogowano || 2022-05-23 00:49:42.531
Login wylogowano || 2022-05-23 00:50:12.27
Login zalogowano || 2022-05-23 00:54:02.545
Login wylogowano || 2022-05-23 00:54:04.422
Login zalogowano || 2022-05-23 00:55:09.907
Login wylogowano || 2022-05-23 00:55:10.804
Login zalogowano || 2022-05-23 00:58:07.568
Login wylogowano || 2022-05-23 00:58:08.79
Login zalogowano || 2022-05-23 00:58:15.0
Login wylogowano || 2022-05-23 00:58:16.318
Login zalogowano || 2022-05-23 00:58:17.522
Login wylogowano || 2022-05-23 00:58:19.618
Login zalogowano || 2022-05-23 00:59:43.039
Login wylogowano || 2022-05-23 00:59:45.024
Login zalogowano || 2022-05-23 00:59:56.094
Login wylogowano || 2022-05-23 01:00:01.908
Login zalogowano || 2022-05-23 01:06:55.188
Login wylogowano || 2022-05-23 01:06:57.817
Login zalogowano || 2022-05-23 01:07:13.641
Login wylogowano || 2022-05-23 01:07:14.879
Login zalogowano || 2022-05-23 01:09:49.488
Login wylogowano || 2022-05-23 01:09:50.777
Login zalogowano || 2022-05-23 01:12:30.012
Login wylogowano || 2022-05-23 01:12:56.882
Login zalogowano || 2022-05-23 01:13:09.732
Login wylogowano || 2022-05-23 01:13:12.894
Login zalogowano || 2022-05-23 01:13:37.028
Login wylogowano || 2022-05-23 01:13:44.604
Login zalogowano || 2022-05-23 01:14:50.828
Login wylogowano || 2022-05-23 01:14:55.809
Login zalogowano || 2022-05-23 01:15:32.649
Login wylogowano || 2022-05-23 01:15:55.984
Login zalogowano || 2022-05-23 01:16:06.878
Login wylogowano || 2022-05-23 01:16:10.091
Login zalogowano || 2022-05-23 01:16:27.38
Login wylogowano || 2022-05-23 01:16:32.764
Login zalogowano || 2022-05-23 01:24:29.676
Login wylogowano || 2022-05-23 01:24:37.121
Login zalogowano || 2022-05-23 01:24:57.384
Login wylogowano || 2022-05-23 01:25:01.652
Login zalogowano || 2022-05-23 01:26:01.272
Login wylogowano || 2022-05-23 01:26:06.504
Login zalogowano || 2022-05-23 01:26:28.392
Login wylogowano || 2022-05-23 01:26:32.674
Login zalogowano || 2022-05-23 01:28:59.092
Login wylogowano || 2022-05-23 01:29:02.096
Login zalogowano || 2022-05-23 01:32:32.842
Login zalogowano || 2022-05-23 01:32:56.071
Login wylogowano || 2022-05-23 01:33:05.116
Login zalogowano || 2022-05-23 01:33:48.162
Login wylogowano || 2022-05-23 01:33:50.688
Login zalogowano || 2022-05-23 01:34:25.002
Login wylogowano || 2022-05-23 01:34:30.901
Login zalogowano || 2022-05-23 01:34:48.048
Login wylogowano || 2022-05-23 01:34:53.36
Login zalogowano || 2022-05-23 01:35:32.273
Login wylogowano || 2022-05-23 01:35:33.943
Login zalogowano || 2022-05-23 01:35:43.3
Login wylogowano || 2022-05-23 01:35:46.08
Login zalogowano || 2022-05-23 01:47:13.676
Login wylogowano || 2022-05-23 01:47:20.691
Login zalogowano || 2022-05-23 01:47:37.475
Login wylogowano || 2022-05-23 01:47:39.385
Login zalogowano || 2022-05-23 01:48:17.62
Login wylogowano || 2022-05-23 01:48:19.409
Login zalogowano || 2022-05-23 01:48:35.615
Login wylogowano || 2022-05-23 01:48:37.285
Login zalogowano || 2022-05-23 01:48:59.82
Login wylogowano || 2022-05-23 01:49:01.985
Login zalogowano || 2022-05-23 01:57:54.943
Login zalogowano || 2022-05-23 02:00:33.932
Login wylogowano || 2022-05-23 02:00:53.744
Login zalogowano || 2022-05-23 02:08:38.784
Login wylogowano || 2022-05-23 02:08:56.324
Login zalogowano || 2022-05-23 02:19:03.528
Login zalogowano || 2022-05-23 02:19:45.659
Login zalogowano || 2022-05-23 02:23:12.703
Login wylogowano || 2022-05-23 02:23:27.942
Login zalogowano || 2022-05-23 02:23:37.927
Login wylogowano || 2022-05-23 02:23:42.337
Login zalogowano || 2022-05-23 02:24:02.775
Login wylogowano || 2022-05-23 02:24:12.028
Login zalogowano || 2022-05-23 02:24:33.097
Login wylogowano || 2022-05-23 02:24:59.254
Login zalogowano || 2022-05-23 02:25:00.253
Login wylogowano || 2022-05-23 02:25:01.626
Login zalogowano || 2022-05-23 02:25:16.494
Login wylogowano || 2022-05-23 02:25:18.755
Login zalogowano || 2022-05-23 02:25:28.693
Login wylogowano || 2022-05-23 02:25:30.017
Login zalogowano || 2022-05-23 02:25:37.513
Login wylogowano || 2022-05-23 02:25:46.336
Login zalogowano || 2022-05-23 02:25:53.671
Login wylogowano || 2022-05-23 02:25:54.762
Login zalogowano || 2022-05-23 02:26:01.059
Login wylogowano || 2022-05-23 02:26:02.18
Login zalogowano || 2022-05-23 02:26:10.863
Login wylogowano || 2022-05-23 02:26:12.047
Login zalogowano || 2022-05-23 02:26:18.168
Login wylogowano || 2022-05-23 02:26:21.075
Login zalogowano || 2022-05-23 02:26:42.456
Login wylogowano || 2022-05-23 02:26:56.855
Login zalogowano || 2022-05-23 02:27:05.689
Login wylogowano || 2022-05-23 02:27:15.776
Login zalogowano || 2022-05-23 02:27:37.293
Login wylogowano || 2022-05-23 02:28:57.641
Login zalogowano || 2022-05-23 02:34:04.174
Login wylogowano || 2022-05-23 02:34:14.141
Login zalogowano || 2022-05-23 02:34:42.618
Login wylogowano || 2022-05-23 02:35:00.585
Login zalogowano || 2022-05-23 02:35:16.811
Login wylogowano || 2022-05-23 02:35:28.723
Login zalogowano || 2022-05-23 02:37:41.39
Login wylogowano || 2022-05-23 02:37:49.286
Login zalogowano || 2022-05-23 02:39:30.046
Login wylogowano || 2022-05-23 02:39:34.002
Login zalogowano || 2022-05-23 02:39:41.883
Login wylogowano || 2022-05-23 02:39:52.344
Login zalogowano || 2022-05-23 02:41:44.208
Login wylogowano || 2022-05-23 02:41:51.283
Login zalogowano || 2022-05-23 02:42:58.047
Login wylogowano || 2022-05-23 02:44:07.141
Login2 zalogowano || 2022-05-23 02:44:08.801
Login2 wylogowano || 2022-05-23 02:44:14.528
Login zalogowano || 2022-05-23 02:45:32.073
Login wylogowano || 2022-05-23 02:45:40.808
Login zalogowano || 2022-05-23 02:53:29.29
Login wylogowano || 2022-05-23 02:53:40.602
Login2 zalogowano || 2022-05-23 02:53:42.363
Login2 wylogowano || 2022-05-23 02:53:45.998
Login zalogowano || 2022-05-23 02:56:01.095
Login wylogowano || 2022-05-23 02:56:05.932
Login zalogowano || 2022-05-23 02:57:25.448
Login wylogowano || 2022-05-23 02:57:34.567
Login zalogowano || 2022-05-23 02:58:03.998
Login wylogowano || 2022-05-23 02:58:20.15
Login zalogowano || 2022-05-23 02:59:21.165
Login wylogowano || 2022-05-23 02:59:29.559
Login zalogowano || 2022-05-23 02:59:38.374
Login wylogowano || 2022-05-23 02:59:42.539
Login zalogowano || 2022-05-23 02:59:49.113
Login wylogowano || 2022-05-23 02:59:59.383
Login zalogowano || 2022-05-23 03:00:07.235
Login wylogowano || 2022-05-23 03:00:35.516
Login zalogowano || 2022-05-23 03:02:47.105
Login zalogowano || 2022-05-23 03:03:50.506
Login wylogowano || 2022-05-23 03:03:55.836
Login zalogowano || 2022-05-23 03:06:09.982
Login wylogowano || 2022-05-23 03:06:17.007
Login zalogowano || 2022-05-23 03:08:03.762
Login wylogowano || 2022-05-23 03:08:08.856
Login zalogowano || 2022-05-23 03:08:18.207
Login wylogowano || 2022-05-23 03:08:23.128
Login zalogowano || 2022-05-23 03:08:59.605
Login zalogowano || 2022-05-23 03:09:55.198
Login wylogowano || 2022-05-23 03:10:01.724
Login zalogowano || 2022-05-23 03:10:21.561
Login wylogowano || 2022-05-23 03:10:30.055
Login zalogowano || 2022-05-23 03:11:10.357
Login wylogowano || 2022-05-23 03:11:20.506
Login zalogowano || 2022-05-23 03:12:07.274
Login wylogowano || 2022-05-23 03:12:18.718
Login zalogowano || 2022-05-23 03:14:06.912
Login wylogowano || 2022-05-23 03:14:13.762
Login zalogowano || 2022-05-23 03:16:52.634
Login wylogowano || 2022-05-23 03:16:57.304
Login zalogowano || 2022-05-23 03:18:10.678
Login wylogowano || 2022-05-23 03:18:19.278
Login zalogowano || 2022-05-23 03:20:49.973
Login wylogowano || 2022-05-23 03:20:57.81
Login zalogowano || 2022-05-23 03:21:14.838
Login wylogowano || 2022-05-23 03:21:18.662
Login3 zalogowano || 2022-05-23 03:21:27.938
Login3 wylogowano || 2022-05-23 03:21:36.874
Login3 zalogowano || 2022-05-23 03:21:56.474
Login3 wylogowano || 2022-05-23 03:23:25.144
Login zalogowano || 2022-05-23 21:43:30.605
Login wylogowano || 2022-05-23 21:43:34.908
Login3 zalogowano || 2022-05-23 21:43:38.088
Login3 wylogowano || 2022-05-23 21:44:04.379
Login4 zalogowano || 2022-05-23 21:44:06.513
Login4 wylogowano || 2022-05-23 21:44:08.492
Login zalogowano || 2022-05-23 21:50:42.9
Login wylogowano || 2022-05-23 21:50:51.868
Login zalogowano || 2022-05-23 22:13:42.124
Login zalogowano || 2022-05-23 22:15:36.204
Login wylogowano || 2022-05-23 22:15:46.281
Login zalogowano || 2022-05-23 22:16:21.445
Login wylogowano || 2022-05-23 22:16:27.56
Niedana próba logowania niezarejestrowanego użytkownika || 2022-05-23 22:16:49.705
Niedana próba logowania niezarejestrowanego użytkownika || 2022-05-23 22:16:51.921
Login zalogowano || 2022-05-23 22:16:52.581
Login wylogowano || 2022-05-23 22:17:00.179
Login zalogowano || 2022-05-23 22:20:36.346
Login wylogowano || 2022-05-23 22:20:46.912
Login zalogowano || 2022-05-23 22:21:02.65
Login wylogowano || 2022-05-23 22:21:13.272
Login zalogowano || 2022-05-23 22:22:20.424
Login wylogowano || 2022-05-23 22:22:26.592
Login zalogowano || 2022-05-23 22:22:38.531
Login wylogowano || 2022-05-23 22:23:09.374
Login zalogowano || 2022-05-23 22:30:11.287
Login wylogowano || 2022-05-23 22:30:25.327
Login zalogowano || 2022-05-23 22:31:02.949
Login wylogowano || 2022-05-23 22:31:10.709
Login zalogowano || 2022-05-23 22:31:36.967
Login wylogowano || 2022-05-23 22:31:45.959
Login zalogowano || 2022-05-23 22:32:16.559
Login wylogowano || 2022-05-23 22:32:22.304
Login zalogowano || 2022-05-23 22:32:29.565
Login wylogowano || 2022-05-23 22:32:35.59
Login zalogowano || 2022-05-23 22:36:47.407
Login wylogowano || 2022-05-23 22:36:58.37
Login zalogowano || 2022-05-23 22:36:59.173
Login wylogowano || 2022-05-23 22:37:30.434
Login zalogowano || 2022-05-23 22:37:38.896
Login wylogowano || 2022-05-23 22:37:48.845
Login zalogowano || 2022-05-23 22:37:56.416
Login wylogowano || 2022-05-23 22:40:27.546
Login zalogowano || 2022-05-23 22:41:54.846
Login zalogowano || 2022-05-23 22:43:42.705
Login zalogowano || 2022-05-23 22:46:14.012
Login wylogowano || 2022-05-23 22:46:29.119
Login zalogowano || 2022-05-23 22:46:33.654
Login wylogowano || 2022-05-23 22:46:44.773
Login zalogowano || 2022-05-23 22:48:19.536
Login wylogowano || 2022-05-23 22:48:39.294
Login zalogowano || 2022-05-23 22:48:40.224
Login wylogowano || 2022-05-23 22:49:53.136
Login zalogowano || 2022-05-23 22:50:07.762
Login zalogowano || 2022-05-23 22:52:11.554
Login wylogowano || 2022-05-23 22:54:02.918
Login zalogowano || 2022-05-23 22:54:08.373
Login wylogowano || 2022-05-23 22:55:17.157
Login zalogowano || 2022-05-23 22:55:23.439
Login wylogowano || 2022-05-23 22:55:32.924
Login zalogowano || 2022-05-23 22:55:50.307
Login wylogowano || 2022-05-23 22:56:19.803
Niedana próba logowania niezarejestrowanego użytkownika || 2022-05-23 22:57:11.945
Login zalogowano || 2022-05-23 22:57:13.423
Login zalogowano || 2022-05-23 23:00:19.935
Login wylogowano || 2022-05-23 23:00:53.244
Login zalogowano || 2022-05-23 23:02:03.776
Login wylogowano || 2022-05-23 23:02:26.428
Login zalogowano || 2022-05-23 23:03:33.9
Login wylogowano || 2022-05-23 23:03:53.645
Login zalogowano || 2022-05-23 23:05:22.033
Login zalogowano || 2022-05-23 23:06:13.156
Login zalogowano || 2022-05-23 23:07:20.789
Login wylogowano || 2022-05-23 23:07:27.26
Login zalogowano || 2022-05-23 23:10:05.496
Login wylogowano || 2022-05-23 23:10:10.583
Login zalogowano || 2022-05-23 23:13:52.215
Login wylogowano || 2022-05-23 23:14:05.107
Login zalogowano || 2022-05-23 23:14:29.731
Login wylogowano || 2022-05-23 23:14:34.62
Login3 zalogowano || 2022-05-23 23:14:37.007
Login3 wylogowano || 2022-05-23 23:15:04.061
Login zalogowano || 2022-05-23 23:15:22.023
Login wylogowano || 2022-05-23 23:15:29.539
Login zalogowano || 2022-05-23 23:20:33.631
Login wylogowano || 2022-05-23 23:21:04.421
Login zalogowano || 2022-05-23 23:21:17.63
Login wylogowano || 2022-05-23 23:21:35.295
Login zalogowano || 2022-05-23 23:22:33.676
Login wylogowano || 2022-05-23 23:23:29.734
Login zalogowano || 2022-05-23 23:23:43.837
Login zalogowano || 2022-05-23 23:24:36.258
Login wylogowano || 2022-05-23 23:24:57.741
Login zalogowano || 2022-05-23 23:25:03.69
Login zalogowano || 2022-05-23 23:26:31.536
Login wylogowano || 2022-05-23 23:26:40.019
Login zalogowano || 2022-05-23 23:26:50.353
Login wylogowano || 2022-05-23 23:26:52.892
Login zalogowano || 2022-05-23 23:27:02.707
Login wylogowano || 2022-05-23 23:27:09.863
Login zalogowano || 2022-05-23 23:27:44.794
Login zalogowano || 2022-05-23 23:29:53.399
Login wylogowano || 2022-05-23 23:30:01.279
Login zalogowano || 2022-05-23 23:30:31.327
Login wylogowano || 2022-05-23 23:30:39.8
Login zalogowano || 2022-05-23 23:30:40.664
Login wylogowano || 2022-05-23 23:30:59.758
Login zalogowano || 2022-05-23 23:31:13.015
Login zalogowano || 2022-05-23 23:32:23.777
Login zalogowano || 2022-05-23 23:33:06.068
Login wylogowano || 2022-05-23 23:34:38.241
Login zalogowano || 2022-05-23 23:35:02.968
Login wylogowano || 2022-05-23 23:35:14.289
Login zalogowano || 2022-05-23 23:35:23.784
Login wylogowano || 2022-05-23 23:37:03.744
Login zalogowano || 2022-05-23 23:39:56.137
Login wylogowano || 2022-05-23 23:40:06.269
Login3 zalogowano || 2022-05-23 23:40:07.824
Login3 wylogowano || 2022-05-23 23:40:16.807
Login zalogowano || 2022-05-23 23:42:12.01
Login wylogowano || 2022-05-23 23:42:29.129
Login zalogowano || 2022-05-23 23:42:40.169
Login wylogowano || 2022-05-23 23:42:45.38
Login zalogowano || 2022-05-23 23:43:00.825
Login wylogowano || 2022-05-23 23:43:05.114
Login zalogowano || 2022-05-23 23:44:08.999
Login wylogowano || 2022-05-23 23:44:11.135
Login zalogowano || 2022-05-23 23:52:19.569
Login wylogowano || 2022-05-23 23:52:45.523
Login zalogowano || 2022-05-23 23:52:57.988
Login zalogowano || 2022-05-23 23:55:48.014
Login zalogowano || 2022-05-23 23:57:20.909
Login zalogowano || 2022-05-24 00:04:43.027
Login wylogowano || 2022-05-24 00:04:56.595
Login zalogowano || 2022-05-24 00:06:13.429
Login wylogowano || 2022-05-24 00:06:20.981
Login3 zalogowano || 2022-05-24 00:06:22.624
Login3 wylogowano || 2022-05-24 00:06:51.407
Login3 zalogowano || 2022-05-24 00:09:45.976
Login3 wylogowano || 2022-05-24 00:10:07.474
Login zalogowano || 2022-05-24 00:13:58.911
Login wylogowano || 2022-05-24 00:14:07.061
Login3 zalogowano || 2022-05-24 00:14:09.104
Login3 dodał komentarz do projektu : P1 || 2022-05-24 00:14:13.916
 || 2022-05-24 00:14:13.916
Login3 wylogowano || 2022-05-24 00:14:27.418
Login3 zalogowano || 2022-05-24 00:16:16.816
Login3 dodał komentarz do projektu : P1 || 2022-05-24 00:16:19.708
 || 2022-05-24 00:16:19.708
Login3 wylogowano || 2022-05-24 00:16:46.394
Login zalogowano || 2022-05-24 00:18:20.664
Login wylogowano || 2022-05-24 00:18:22.234
Login3 zalogowano || 2022-05-24 00:18:23.528
Login3 wylogowano || 2022-05-24 00:18:28.165
Login3 zalogowano || 2022-05-24 00:18:44.232
Login3 dodał komentarz do projektu : P1
 || 2022-05-24 00:18:50.352
Login3 dodał komentarz do projektu : P2
 || 2022-05-24 00:18:53.755
Login3 wylogowano || 2022-05-24 00:18:57.203
Login zalogowano || 2022-05-24 00:18:58.208
Login wylogowano || 2022-05-24 00:19:03.445
Login zalogowano || 2022-05-24 00:22:11.998
Login wylogowano || 2022-05-24 00:22:29.081
Login3 zalogowano || 2022-05-24 00:22:34.728
Login3 wylogowano || 2022-05-24 00:22:40.723
Login zalogowano || 2022-05-24 00:30:20.259
Login wylogowano || 2022-05-24 00:30:33.767
Login zalogowano || 2022-05-24 00:32:44.928
Login wylogowano || 2022-05-24 00:32:58.428
Login zalogowano || 2022-05-24 00:33:49.611
Login wylogowano || 2022-05-24 00:34:02.994
Login zalogowano || 2022-05-24 00:37:05.193
Login zmienił status projektu P1 z Aktywny na Zaplanowany || 2022-05-24 00:37:08.983
Login zmienił status projektu P1 z Zaplanowany na Aktywny || 2022-05-24 00:37:11.978
Login zmienił status projektu P1 z Aktywny na Zakonczony || 2022-05-24 00:37:14.244
Login wylogowano || 2022-05-24 00:38:00.593
Login zalogowano || 2022-05-24 00:38:19.594
Login wylogowano || 2022-05-24 00:38:27.2
Login zalogowano || 2022-05-24 00:40:53.312
Login zmienił status projektu P1 z Aktywny na Zakonczony || 2022-05-24 00:40:57.597
Login wylogowano || 2022-05-24 00:41:00.024
Login3 zalogowano || 2022-05-24 00:41:01.583
Login3 wylogowano || 2022-05-24 00:41:34.879
Login3 zalogowano || 2022-05-24 00:43:31.808
Login3 wylogowano || 2022-05-24 00:43:54.082
Login zalogowano || 2022-05-24 00:46:55.045
Login zalogowano || 2022-05-24 00:50:07.066
Login zmienił status projektu P2 z Zaplanowany na Zakonczony || 2022-05-24 00:50:23.011
Login wylogowano || 2022-05-24 00:50:29.018
Login zalogowano || 2022-05-24 00:51:16.137
Login wylogowano || 2022-05-24 00:51:39.862
Login zalogowano || 2022-05-24 00:51:58.734
Login wylogowano || 2022-05-24 00:52:10.757
Login zalogowano || 2022-05-24 00:52:27.864
Login wylogowano || 2022-05-24 00:52:33.864
Login zalogowano || 2022-05-24 00:52:48.755
Login wylogowano || 2022-05-24 00:53:02.032
Login zalogowano || 2022-05-24 00:53:08.665
Login wylogowano || 2022-05-24 00:53:13.433
Login3 zalogowano || 2022-05-24 00:54:46.432
Login3 zmienił swoj komentarz || 2022-05-24 00:54:49.98
Login3 wylogowano || 2022-05-24 00:54:54.239
